"Word","AoA_test_min","LgSUBTLWF","Length","Conc.M","SemD","V.Mean.Sum","A.Mean.Sum","Interoceptive.mean","Head.mean","Mouth.mean"
"think",2,5.138,5,2.41,1.94,6.68,3.75,3.529411765,4.761904762,0.095238095
"thinker",4,1.785,7,2.54,1.47,7.26,4.45,2.428571429,4,1.210526316
"third",2,3.58,5,3.44,2.21,5,2.64,0.25,1.75,0.55
"thirst",2,2.281,6,3.04,1.63,4.14,4.12,4.5,1.842105263,4.842105263
"thirsty",2,2.798,7,3.86,1.73,4.48,4.08,4.55,1.388888889,3.888888889
"thirteen",4,2.43,8,3.69,1.87,5.11,4.36,0.65,0.428571429,0.142857143
"thirty",2,2.943,6,3.75,1.77,4.74,3.57,0.9375,1.761904762,1.333333333
"thistle",6,1.38,7,4.45,1.34,4.95,3.9,0.230769231,1.263157895,0.473684211
"thorn",4,2.417,5,5,1.73,3.62,4.2,0.65,1.105263158,0.315789474
"thorny",2,1.568,6,4.26,1.94,3.1,4.92,0.555555556,1.105263158,0.473684211
"thorough",6,2.382,8,1.66,2.1,6.15,3.3,1.05,3.052631579,1.473684211
"thoroughbred",4,1.663,12,3.37,0.91,6.47,4.65,0.210526316,2.055555556,0.611111111
"thoroughfare",10,1.681,12,3.5,1.35,5.19,4.32,0.076923077,2.384615385,0.538461538
"thought",4,4.615,7,1.97,1.95,6.76,4.16,3.35,4.1,1.1
"thoughtful",2,2.601,10,1.96,1.77,7.26,2.55,2.210526316,3.380952381,0.952380952
"thoughtless",2,1.857,11,1.68,1.71,4.05,4.43,1.466666667,2.736842105,1.631578947
"thousand",2,3.548,8,3.08,1.74,6.44,3.5,0.117647059,2.833333333,0.666666667
"thrash",6,1.447,6,3.59,1.31,3.48,4.3,1.4,1.238095238,0.619047619
"thread",2,2.422,6,4.83,1.76,5.5,3.87,0,1.238095238,0.047619048
"threat",6,3.025,6,2.52,2.04,2.63,6.57,3.333333333,2.9,2.1
"threaten",6,2.639,8,2.63,2.01,2.6,6.05,2.45,2.1,2.75
"three",2,4.442,5,3.62,2.33,5.43,3.38,0,2.388888889,1.388888889
"threshold",8,2.152,9,3.48,1.97,5.53,3.09,0.684210526,2.210526316,0.578947368
"thrift",6,1.362,6,2.36,1.64,5.72,2.95,0.421052632,2.05,0.4
"thrill",2,2.634,6,2.46,1.72,7.37,7.19,3.631578947,3.380952381,2.380952381
"thriller",4,1.845,8,2.21,1.06,5.75,6,3.15,3.428571429,1.380952381
"thrive",8,1.954,6,2.21,1.72,6.79,5.65,3.052631579,2.277777778,1.555555556
"throat",2,3.264,6,4.97,1.45,4.76,4.2,2.722222222,0.8,4.85
"throne",4,2.645,6,4.64,1.25,5.45,5.22,1.529411765,1.611111111,0.611111111
"throttle",6,2.079,8,4.24,0.87,5.55,5.36,1.055555556,0.761904762,0.619047619
"throw",2,3.818,5,4.04,1.97,5.55,4.52,0.882352941,1.545454545,0.227272727
"thrust",8,2.297,6,3.29,1.8,5.75,5.29,1.421052632,1.421052632,0.526315789
"thud",8,2,4,3.2,1.36,4.24,5.05,0.894736842,2.473684211,0.315789474
"thug",8,2.253,4,4.3,1.43,2.52,5.48,0.277777778,2.277777778,1.333333333
"thumb",4,2.781,5,4.96,1.71,5.62,3.84,0.6,1.571428571,0.342857143
"thump",6,2,5,3.77,1.51,4.42,4,1.277777778,2.631578947,0.578947368
"thunder",2,2.833,7,4.34,1.48,5.74,5.75,0.352941176,3.285714286,0.380952381
"thunderbolt",4,1.94,11,4.28,1.49,5.63,6.29,1.1,3.333333333,0.714285714
"thunderstorm",4,1.518,12,4.83,1.68,5.67,6.1,1.1,3.388888889,0.833333333
"thyroid",6,1.462,7,4.61,1.21,4.28,3.14,2.631578947,1.888888889,1.277777778
"tic",14,1.892,3,3.77,1.68,4.24,4.41,2.5,2.5,2.375
"tick",4,2.569,4,4.57,1.86,3.05,3.82,1.5,1.80952381,0.285714286
"ticket",2,3.366,6,4.7,1.66,5.28,3.95,0,2.35,0.75
"tickle",2,2.391,6,3.85,1.6,6.14,5.86,3.0625,1.333333333,0.944444444
"tidal",8,1.732,5,3.14,1.44,5.33,5.05,0.46875,1.724137931,0.344827586
"tide",4,2.575,4,4.1,1.65,6.55,5.47,0,1,0.476190476
"tidings",8,1.763,7,2.8,1.45,6.25,3.55,1.4,1.8,2.2
"tidy",6,2.279,4,3.03,1.83,6.24,2.86,0.7,3.2,0.45
"tie",2,3.356,3,4.81,1.74,5.33,3.1,0.058823529,1.473684211,0.157894737
"tier",10,1.74,4,3.67,1.59,4.95,3.73,0.378378378,2.05,0.55
"tiger",2,2.976,5,5,1.66,6,5.55,0.411764706,2.8,0.65
"tighten",6,2.167,7,3.33,1.83,5,5.68,2.235294118,1.238095238,0.666666667
"tightrope",4,1.398,9,4.78,1.84,4.81,4.18,0.666666667,1.4,0.15
"tights",6,2.134,6,4.62,1.3,5.95,3.45,0.882352941,0.666666667,0
"tile",6,2.037,4,4.68,1.32,5,2.89,0.294117647,1.315789474,0.105263158
"tilt",4,2.057,4,4.04,1.76,4.78,4.59,2.066666667,2.142857143,0.666666667
"timber",2,2.107,6,4.9,1.27,4.9,3.73,0.058823529,1.947368421,0.789473684
"time",2,5,4,3.07,2.3,5.6,3.41,2.333333333,2.857142857,1.095238095
"timeless",8,1.653,8,1.57,1.65,5.89,3.4,1.5,1.85,0.25
"timely",12,1.748,6,2.28,2.05,6.14,3.48,1.733333333,2.263157895,1.368421053
"timer",2,2.505,5,4.69,1.54,4.81,4.17,0.526315789,2.684210526,1.263157895
"times",4,4.05,5,2.07,2.25,5.91,3.19,2.058823529,2.80952381,0.761904762
"timetable",8,1.919,9,4.08,1.69,4.9,3.62,0.666666667,2.555555556,1.055555556
"timid",8,1.892,5,2.22,1.84,3.37,3.15,2.4375,3.046511628,2.23255814
"timing",10,2.884,6,2.86,2,5.67,3.4,2.0625,2.954545455,1.318181818
"tin",2,2.645,3,4.87,1.58,4.95,2.73,0.904761905,1.789473684,0.473684211
"tingle",4,1.756,6,3.16,1.33,6.23,5.24,4,1.888888889,2.277777778
"tinker",10,2.057,6,3.19,1.76,5.95,2.83,0.058823529,2.941176471,0.941176471
"tinsel",6,1.398,6,4.82,1.39,5.7,4.05,0.176470588,1.052631579,0.157894737
"tiny",2,3.216,4,3.11,1.85,5.1,4.6,0.684210526,2.6,0.6
"tip",4,3.149,3,4.5,1.89,6.77,4.05,0.058823529,2.157894737,1.105263158
"tipsy",8,1.532,5,2.35,1.43,5.6,4.7,3.647058824,3.181818182,2.318181818
"tiptoe",2,1.663,6,3.89,1.34,5.32,3.76,0.947368421,1.5,0.277777778
"tire",6,2.801,4,5,1.88,4.55,3.09,0.571428571,1.619047619,0.428571429
"tired",2,3.759,5,3,1.66,4.29,3.67,4.432432432,3.263157895,2.684210526
"tireless",8,1.544,8,2.38,1.87,4.95,4.41,2.95,1.8,1.3
"tiresome",8,1.875,8,2.08,1.77,3.86,2.52,2.8125,2.652173913,1
"tiring",6,1.785,6,2.52,1.77,3.68,3.55,4,2.25,1.3
"tissue",2,2.739,6,4.93,1.43,5.3,3.1,0.368421053,2.05,1.2
"tit",8,2.236,3,4.64,1.67,5.76,6.14,1.052631579,2.444444444,2.555555556
"titan",10,1.875,5,3.76,1.27,5.71,4.32,0.176470588,2.052631579,0.947368421
"titanic",10,2.111,7,3.93,1.64,4.42,4.39,0.133333333,1.952380952,0.142857143
"titanium",13,1.909,8,4.67,1.27,5.26,3.78,0,1.823529412,0.411764706
"title",4,2.977,5,3.32,1.68,5.71,2.15,0.142857143,1.714285714,1.285714286
"toad",2,2.464,4,5,1.52,6,3.62,0.157894737,2.5,0.1
"toast",2,3.232,5,4.93,1.47,6.73,3.65,0.529411765,1.523809524,3.714285714
"toaster",2,2.299,7,4.9,1.56,5.8,3.85,0.055555556,2.285714286,1.142857143
"tobacco",2,2.553,7,4.88,1.42,3.37,5,1.176470588,2.411764706,3.588235294
"toddler",6,1.613,7,4.29,1.29,6.28,4.2,0.578947368,2.1,1.05
"toe",2,2.812,3,4.93,1.76,5.24,3.1,1.157894737,0.85,0.05
"toffee",6,1.362,6,4.89,1.41,6.19,5,0.321428571,1.636363636,3.636363636
"toil",6,1.716,4,2.67,1.7,3.62,5.55,1.785714286,1.692307692,0.923076923
"toilet",2,3.169,6,4.97,1.67,3.71,4.5,1.529411765,1.476190476,0.19047619
"token",6,2.314,5,4.3,1.99,5.63,3.09,0.222222222,1.85,0.2
"tolerable",8,1.38,9,2.04,1.95,4.9,4.4,2,2.210526316,1.263157895
"tolerance",8,2.117,9,2.11,1.92,6.43,3.36,1.727272727,3.454545455,1.5
"tolerant",10,1.819,8,2.07,1.72,5.9,3.09,2.6,3.894736842,2.736842105
"tolerate",10,2.55,8,1.78,2.02,6.19,3.14,2.65,3.2,1.8
"tomato",4,2.48,6,5,1.04,5.8,2.68,0.736842105,1.85,3.75
"tomb",6,2.459,4,4.73,1.33,3.58,4.06,0.25,1.631578947,0.526315789
"tombstone",4,2.041,9,4.71,1.52,3.14,4.86,0.470588235,2.6,0.55
"ton",2,2.583,3,4.17,1.76,5,3.55,0.4,1.55,0.6
"tone",6,2.935,4,3.07,1.62,5.47,3.67,0.35,2.523809524,2
"tongs",6,1.613,5,5,1.65,5,3.25,0.166666667,0.736842105,0.263157895
"tongue",2,3.201,6,4.93,1.57,6.29,4.25,1.636363636,0.777777778,4.944444444
"tonic",6,2.292,5,4.1,1.61,6.05,4.25,0.5,1.3125,3.625
"tool",4,2.74,4,4.6,1.65,5.07,3.91,0.225806452,2.05,0.95
"tooth",2,2.841,5,4.89,1.71,5.06,3.52,1.375,1.5,4.111111111
"toothache",4,1.771,9,3.42,1.55,2.32,5.86,3.736842105,2.45,4.4
"toothbrush",2,2.408,10,5,1.33,5.58,3.38,0.411764706,1.833333333,3.722222222
"toothless",2,1.462,9,4.26,1.59,2.52,4,0.411764706,0.75,3.05
"toothpaste",2,2.207,10,4.97,1.6,5.21,2.86,1,2.142857143,4.476190476
"top",2,3.833,3,3.93,2.08,6,4.33,0.647058824,2.4,1
"topaz",10,1.716,5,4.37,0.96,5.55,3.87,0.125,1.80952381,0.238095238
"topic",4,2.435,5,2.59,1.7,5.5,3.2,0.263157895,3.4,2.3
"topical",13,1.431,7,2.76,1.73,5.35,3.29,0.833333333,1.823529412,1.058823529
"topple",6,1.518,6,3.59,1.9,4.86,3.21,0.5,1.421052632,0.157894737
"torch",6,2.406,5,4.76,1.48,4.5,5.12,0.117647059,0.95,0.2
"torment",6,2.146,7,2.62,1.51,2.53,6.17,2.833333333,2.476190476,2.571428571
"tornado",2,2.117,7,4.53,1.3,3.63,7.45,1.263157895,3.095238095,1.714285714
"torpedo",2,2.514,7,4.96,1.13,3.71,4.48,0.466666667,2,0.444444444
"torque",13,1.58,6,3.28,0.63,5.3,4.9,1.857142857,1.45,0.3
"torrent",8,1.342,7,3.31,1.73,4.86,5,0.363636364,2,1
"torrid",10,1.462,6,2.17,1.73,3.65,3.45,1.470588235,1.642857143,0.714285714
"torso",10,1.978,5,4.83,1.36,5.23,3.85,0.944444444,0.842105263,0.157894737
"tortoise",2,1.763,8,4.87,1.65,5.58,3.32,0.333333333,1.863636364,0.272727273
"torture",4,2.91,7,3.59,1.48,1.4,5.09,2.235294118,2.105263158,1
"toss",4,2.801,4,3.96,1.49,5,4.18,0.444444444,1.8,0.05
"tot",4,1.74,3,4.22,1.47,6.36,3.14,0,1.75,1.5
"total",2,3.284,5,2.8,2.16,5.32,4.25,0.833333333,2.35,0.8
"tote",10,1.748,4,4.38,0.97,5.45,4.25,0.625,1.294117647,0
"totem",6,1.653,5,4,1.11,5.32,4.78,0,1.095238095,0.380952381
"touch",2,3.877,5,3.86,1.95,6.64,4.9,1.3125,1.9,1.3
"touchdown",4,2.405,9,3.88,0.98,7.11,4.86,0.944444444,2.3,1.1
"touchy",6,2.207,6,2.44,1.79,4.29,3.88,2.05,1.888888889,0.611111111
"tough",2,3.664,5,2.5,1.96,4.45,4.24,1.529411765,1.952380952,1.619047619
"tour",4,3.196,4,3.38,1.55,6,4.8,0.333333333,3.571428571,2.380952381
"tourism",10,1.532,7,3,1.48,5.35,4.06,0.636363636,3.187938373,2.038367004
"tourist",6,2.377,7,4.59,1.56,5.71,3.57,0.565217391,3.894736842,2.526315789
"tournament",4,2.667,10,4.11,0.96,6.24,4.08,0.857142857,2.55,1.5
"tow",6,2.471,3,3.79,1.75,5.38,3.75,0.0625,2,0.142857143
"towel",2,2.859,5,4.86,1.4,6.14,2.9,0.260869565,2.523809524,0.714285714
"tower",4,3.067,5,4.76,1.62,5.24,3.86,0.421052632,1.85,0.5
"towering",6,1.518,8,2.93,1.67,4.35,4.12,0.736842105,2.7,0.7
"town",4,4.102,4,4.64,1.85,5.59,3.81,0.368421053,2.952380952,1.333333333
"township",8,1.415,8,3.15,0.99,5.35,2.9,0.458333333,2,0.714285714
"townspeople",4,1.748,11,4.21,1.52,5.81,2.91,0.15,2.619047619,1.523809524
"toxic",8,2.4,5,3.13,1.3,2.35,5.29,1.75,1.9,2.05
"toxin",14,1.672,5,3.89,1.21,2.42,5.52,2.15,2.4,2.3
"toy",2,2.934,3,4.93,1.71,7.29,4.29,0.35,2.095238095,0.333333333
"trace",2,2.996,5,3.66,2.01,4.74,2.84,0.421052632,2.19047619,0.571428571
"traceable",6,1.398,9,2.14,1.99,4.63,3.61,0.214285714,2.5,0.5
"tracer",4,1.94,6,3.57,1.12,5.05,3.86,0,2.052631579,0.210526316
"track",2,3.454,5,4.31,1.66,5.78,3.76,0.210526316,3.047619048,1.095238095
"tract",8,1.869,5,3.46,1.47,4.05,3.45,0.142857143,1.058823529,0.117647059
"traction",6,1.987,8,3.59,1.09,5.27,4.17,1.173913043,1.055555556,0.555555556
"tractor",2,2.281,7,5,1.44,5.05,3.73,0.266666667,2.473684211,0.684210526
"trade",2,3.254,5,3.08,1.83,5.91,4.45,0.473684211,2.578947368,2
"trader",4,1.909,6,3.89,1.47,5.47,3.5,0.222222222,2.5,1.9
"tradition",6,2.844,9,1.69,1.82,6.09,4.61,1.642857143,2.789473684,1.473684211
"traditional",8,2.619,11,1.76,2.05,5.95,3.76,0.421052632,2.315789474,1.578947368
"traffic",2,3.163,7,4.67,1.53,2.18,5.25,0.52,3.625,1.208333333
"tragedy",6,2.86,7,2.07,1.72,2.11,6.8,1.941176471,3.333333333,1.611111111
"tragic",6,2.796,6,2,1.75,3.52,5.36,1.647058824,3.3,1.8
"trail",2,2.991,5,4.46,1.86,6.15,4,0.25,2.2,0.45
"trailer",4,2.763,7,4.79,1.48,4.44,2.85,0.181818182,2.35,0.55
"train",2,3.686,5,4.79,1.57,6.36,4.05,0.157894737,2.35,0.65
"trainer",2,2.455,7,4.31,1,5.16,4,0.684210526,2.5,2
"training",2,3.254,8,3.3,1.68,5.19,4.1,2.052631579,2.857142857,1.904761905
"trait",8,1.748,5,2.72,1.63,5.44,3.55,0.944444444,2.526315789,1.105263158
"traitor",4,2.733,7,3.69,1.45,2.39,4.27,1.869565217,3.315789474,1.421052632
"trajectory",13,1.978,10,3.1,1.54,4.89,3.33,0.4375,2.736842105,0.315789474
"tramp",4,2.627,5,3.9,1.68,3.3,4.86,1.052631579,2.578947368,1.263157895
"trample",4,1.623,7,3.28,1.62,3.73,5,0.533333333,1.210526316,0.368421053
"trance",6,2.43,6,3,1.48,5.24,4,3.047619048,3.210526316,0.368421053
"tranquil",8,1.633,8,1.9,1.53,7.11,2.61,4.210526316,2.947368421,1.315789474
"transaction",8,2.179,11,2.9,1.36,5.26,3.73,0.7,3.315789474,2.736842105
"transatlantic",8,1.518,13,2.88,1.65,5,4.84,0.117647059,2.363636364,0.727272727
"transcend",12,1.398,9,1.93,1.46,5.75,5,2.052631579,2.578947368,1.157894737
"transcendent",12,1.342,12,1.64,0.96,5.14,4.33,2.611111111,1.875,0.375
"transcript",6,2.849,10,4.07,1.39,5.24,3.3,0.052631579,2.736842105,1.157894737
"transcription",8,1.532,13,3.32,0.87,5.15,4.13,0,3.75,0.9
"transfer",4,3.021,8,3.04,1.82,5.29,3.22,0.772727273,2.45,0.85
"transference",12,1.653,12,1.86,1.69,4.4,3.44,0.461538462,1.714285714,0.5
"transform",6,2.053,9,2.41,1.98,6.05,4.86,1.095238095,1.777777778,1.055555556
"transformation",6,2.009,14,2.94,1.84,6.14,5.56,1.45,2.210526316,1.157894737
"transformer",6,1.447,11,3.75,0.81,6.14,5.16,0.421052632,2.35,0.25
"transfusion",6,1.898,11,3.41,1.14,5,4.45,2,1.35,0.45
"transgression",13,1.415,13,2.48,1.23,3.9,5.25,1.235294118,2.85,1.9
"transient",12,1.724,9,2.68,1.7,4.21,4.04,0.833333333,2.75,1.0625
"transistor",8,1.491,10,4.12,1.05,4.71,3.9,0.25,1.5,0.444444444
"transit",8,2.212,7,3.61,1.64,4.52,4.05,1.157894737,1.85,0.55
"transition",12,2.204,10,2.19,1.83,5.43,3.65,1.470588235,2.105263158,1.157894737
"translate",4,2.393,9,2.69,1.97,5.67,2.75,0.210526316,2.65,3.1
"translation",4,2.38,11,2.96,1.65,5.65,4.48,0.052631579,2.666666667,2.444444444
"translator",6,2.064,10,3.86,1.31,5.05,4,0,3.15,3.35
"transmission",4,2.639,12,4,1.64,4.62,3.38,0.8125,1.846153846,0.923076923
"transmit",4,2.167,8,3.31,1.68,4.24,4.39,0.3125,1.588235294,0.941176471
"transmitter",6,2.314,11,4.37,1.31,4.95,3.5,0.125,2.277777778,1.555555556
"transparent",6,1.968,11,3.18,1.73,5.37,3.45,0.444444444,3.4,0.8
"transplant",6,2.417,10,3.77,1.38,4.6,6.37,1,2.684210526,0.526315789
"transport",4,2.757,9,3.5,1.76,5.9,3.76,1.333333333,1.411764706,0.647058824
"transportation",4,2.453,14,3.89,1.68,6.1,2.38,0.8,2.894736842,1.421052632
"trap",2,3.085,4,4.3,1.95,3.24,4.36,1.5,2.19047619,1.238095238
"trapdoor",12,1.342,8,4.56,1.16,4.19,5.04,0.684210526,1.238095238,0.428571429
"trash",2,3.06,5,4.7,1.38,2.74,3.66,0.5,2.588235294,0.941176471
"trauma",13,2.939,6,2.72,1.7,2.89,4.87,2.888888889,3.111111111,1.888888889
"travel",2,3.231,6,3.67,1.76,7.89,5.55,0.722222222,2.368421053,1.947368421
"traverse",13,1.58,8,2.88,0.82,5,3.6,0.733333333,1.952380952,0.619047619
"travesty",14,1.672,8,2.07,1.83,2.85,4.95,1.35,1.666666667,0.444444444
"tray",4,2.614,4,4.74,1.43,5.14,3.57,0.157894737,1.823529412,0.235294118
"treacherous",6,2.049,11,2.21,1.66,2.85,6,2.111111111,2.7,0.9
"treachery",8,1.987,9,1.69,1.52,2.7,5.33,2,2.526315789,1.578947368
"tread",6,2.068,5,3.57,1.87,4.72,3.76,0.466666667,1.526315789,0.210526316
"treadmill",13,1.633,9,4.93,1.81,5.19,4.22,0.55,1.842105263,0.631578947
"treason",6,2.415,7,2.03,1.49,3.05,5.8,0.428571429,3.285714286,2.571428571
"treasure",2,2.988,8,4.32,1.66,7.65,6.3,1,1.85,0.35
"treasurer",6,1.763,9,3.73,1.39,6.43,4.27,0.352941176,2.684210526,1.052631579
"treasury",4,2.29,8,3.33,1.5,5.8,4.29,0.55,1.285714286,0.285714286
"treat",4,3.423,5,3.79,2.04,6.84,5,0.5,2.15,3.7
"treatment",4,2.994,9,2.93,1.78,5,4.47,1.611111111,2.619047619,1.666666667
"treaty",6,2.38,6,3.07,1.28,5.42,3.7,0.55,2.5,1.95
"tree",2,3.521,4,5,1.55,7.59,2.67,0.6,2.95,0.3
"tremble",4,2.061,7,3.61,1.4,3.18,5.32,3.117647059,2.411764706,1.647058824
"tremendous",6,2.635,10,2.1,1.97,7,3.54,1.578947368,2.526315789,1
"tremor",10,1.623,6,3.89,1.45,4.26,4.72,2.894736842,1.888888889,0.722222222
"trench",6,2.199,6,4.46,1.26,4.43,3.22,0.263157895,1.473684211,0.631578947
"trend",10,2.029,5,2.42,1.91,5.33,4.45,1.05,2.294117647,0.941176471
"trespass",2,1.869,8,3.43,1.37,3.27,4.79,0.705882353,1.952380952,1.19047619
"trial",4,3.401,5,3.07,1.62,3.28,5.05,0.9,2.263157895,0.947368421
"triangle",4,2.34,8,4.52,1.68,5.21,3.5,0.333333333,1.1,0.25
"tribal",8,1.982,6,2.5,1.49,5.17,4.56,0.9375,2.523809524,1.80952381
"tribe",2,2.513,5,4.14,1.56,5.63,4.29,0.666666667,1.5,0.4
"tribunal",13,1.748,8,2.7,1.27,4.53,3.95,0.357142857,2.888888889,2.277777778
"tribune",12,2.017,7,2.93,1.11,4.84,3.78,0.272727273,2.071428571,0.357142857
"tribute",8,2.428,7,2.67,1.81,6.44,4.27,0.272727273,2.476190476,1.857142857
"trick",2,3.382,5,3.36,1.8,4.89,5.57,0.833333333,3,1.9
"trickery",6,1.591,8,1.9,1.69,3.53,5.12,1.8,3.19047619,2.238095238
"tricky",6,2.61,6,2.04,1.93,4.78,4.86,1.647058824,2.380952381,1.285714286
"trident",14,1.398,7,4.5,1.1,5.37,4.36,0.133333333,1.473684211,0.368421053
"trifle",6,2.033,6,2.69,1.61,4.8,4.06,0.933333333,0.733333333,1.066666667
"trifling",8,1.556,8,1.63,1.73,3.79,3.3,1.058823529,2.421052632,1.473684211
"trigger",4,2.936,7,4.31,1.8,4.85,5.85,2.181818182,2.75,1.05
"trillion",13,1.724,8,2.72,0.95,5.85,5.19,0.19047619,2.363636364,0.909090909
"trilogy",12,1.518,7,3.5,1.19,5.26,3.67,0.2,1.736842105,0.368421053
"trim",4,2.34,4,3.93,1.55,4.64,3.38,0.739130435,2.263157895,0.473684211
"trio",4,1.826,4,3.97,1.55,5.68,3.38,0.045454545,2,1.210526316
"trip",2,3.624,4,3.71,1.82,7,5.33,1.25,2.108108108,0.72972973
"tripe",12,1.623,5,3.54,1.49,4.1,3.4,1.333333333,1.173913043,2.304347826
"triple",2,2.681,6,3.59,1.96,5.86,5.6,0.117647059,1.7,0.6
"tripod",10,1.672,6,4.72,1.25,5.23,4.32,0.222222222,1.5,0.1
"trite",13,1.613,5,2.09,1.66,4.27,4.39,1.666666667,2.2,1.8
"triumph",6,2.377,7,2.17,1.89,7.34,5.6,2.823529412,2.105263158,1.789473684
"triumphant",6,1.851,10,2,1.87,7.45,5.05,2.75,2.095238095,1.571428571
"trivial",12,1.973,7,2.1,1.92,4.11,3.82,0.9,2.631578947,1.368421053
"troll",6,2.143,5,4.28,0.94,4.45,4.54,0.3,3.15,1.95
"trolley",4,1.863,7,4.73,1.47,5.67,3,0.75,0.944444444,0.222222222
"trombone",2,1.819,8,4.9,1.44,5,3.43,0.058823529,2.142857143,2.666666667
"troop",2,2.473,5,4.34,1.44,5.58,4.5,0.666666667,2,0.894736842
"trooper",6,2.356,7,4,1.28,5.5,4.95,0.35,1.35,0.7
"trophy",2,2.587,6,4.89,1.24,6.55,4.35,0.35,2.25,0.5
"tropical",4,2.215,8,3.25,1.31,7.05,4.3,1.277777778,2.315789474,1.105263158
"tropics",6,1.613,7,4.08,1.15,7.05,4.74,0.85,1.944444444,0.833333333
"trot",4,1.968,4,4.11,1.4,5.63,5.1,1.368421053,0.7,0.1
"trouble",4,4.057,7,2.25,1.97,2.87,5.59,1.529411765,2.5,1.7
"troubled",2,2.54,8,1.82,1.97,3.11,4.45,2.941176471,3.368421053,1.473684211
"troublesome",4,1.903,11,2.04,2.07,2.74,4.85,1.6875,3.047619048,2.142857143
"trough",6,1.863,6,4.17,1.54,4.19,3.83,0.1875,2.545454545,0.954545455
"troupe",8,1.959,6,4,1.18,5.24,3.7,0.461538462,1.8125,0.5
"trousers",6,2.422,8,4.93,1.38,5.15,2.89,0.411764706,1.55,0.1
"trout",4,2.314,5,4.72,1.15,5.62,3.85,0.529411765,2.5,2.75
"truce",6,2.344,5,2.47,1.5,6.42,2.86,0.85,2.1,2.15
"truck",2,3.57,5,4.84,1.59,5.16,3.76,0.333333333,2.608695652,0.652173913
"trump",8,2.064,5,2.57,1.7,4.18,3.33,0.923076923,1.736842105,0.947368421
"trumpet",2,2.324,7,4.86,1.52,6.03,4.17,0.285714286,3.5,3.75
"trunk",2,3.005,5,4.71,1.6,5.02,3.51,0.052631579,2.333333333,0.428571429
"trust",2,3.958,5,2.04,1.69,7.24,4.3,2.352941176,2.15,0.8
"trustee",8,1.633,7,3.3,1.1,5.84,3.91,0.263157895,1.894736842,1
"trustworthy",6,1.978,11,2.39,1.87,7.25,4.22,2.470588235,4.055555556,0.722222222
"trusty",12,1.863,6,2.23,1.57,6.19,4.17,2.566666667,2.25,1.8
"truth",2,3.991,5,1.96,1.76,7.19,3.88,1.5,3.95,3.4
"truthful",2,2.041,8,1.9,1.76,7.48,3.71,1.736842105,3.714285714,3.333333333
"try",2,4.386,3,2.22,2.02,5.64,4,1.65,3.578947368,2.105263158
"tub",4,2.812,3,4.64,1.58,6.1,3.8,0.333333333,2.388888889,0.611111111
"tubby",2,1.505,5,3.07,1.62,3.9,3.95,0.647058824,1.944444444,0.611111111
"tube",2,2.924,4,4.82,1.68,5.53,3.14,0.045454545,1.142857143,0.952380952
"tuberculosis",6,1.518,12,3.62,1.33,2.74,4.48,2.8125,1.4375,1.375
"tubing",8,1.556,6,4.38,1.45,5.11,3.62,0.45,2.45,1.05
"tuck",6,2.61,4,3.86,1.36,4.89,3.4,0.533333333,0.6,0.55
"tug",2,2.149,3,3.5,1.6,4.47,4,1.428571429,1.611111111,0.388888889
"tuition",8,2.316,7,3.52,1.44,3.53,4.41,0.529411765,2.5,0.65
"tulip",4,1.613,5,5,1.51,7.25,3.4,0.3125,2.894736842,0.368421053
"tumble",4,1.903,6,3.89,1.93,5.65,4.9,1.947368421,2,0.473684211
"tummy",2,2.25,5,4.68,1.04,6.05,3.78,2.526315789,1.173913043,0.913043478
"tuna",2,2.612,4,4.89,1.08,5.26,4.14,0.411764706,2.157894737,4
"tune",4,2.901,4,3.5,1.78,7,3.73,0.952380952,2.894736842,1.421052632
"tunic",12,1.462,5,3.75,1.28,5.79,3.79,0.055555556,1.058823529,0.294117647
"tunnel",4,2.961,6,4.82,1.53,4.48,4.09,0.394736842,2.05,0.35
"turban",6,1.826,6,4.76,1.31,4.23,4.13,0.052631579,4.705882353,0.235294118
"turbine",14,1.672,7,4.59,1.14,4.65,5.47,0.722222222,2.176470588,0.764705882
"turbulent",10,1.532,9,2.67,1.66,4.17,5.9,2.857142857,2.421052632,0.631578947
"turf",6,2.34,4,4.1,1.59,4.62,3.95,0.277777778,1.789473684,0.473684211
"turkey",2,3.062,6,4.89,1.55,5.9,3.45,1,1.789473684,2.473684211
"turmoil",10,1.806,7,2.11,1.89,3.65,5.94,2.631578947,2.470588235,1.705882353
"turn",2,4.194,4,3.44,2.21,5.45,3.48,1.277777778,2.1,0.5
"turnip",2,1.949,6,4.79,1.45,4.63,3.32,0.058823529,1.222222222,2.277777778
"turnout",6,1.929,7,3.07,1.11,5.23,4.26,0.263157895,1.777777778,0.555555556
"turnover",8,1.491,8,3.45,1.31,4.84,4.14,0.333333333,2.2,0.75
"turnpike",4,1.681,8,4.38,0.98,4.89,3.55,0.176470588,2.421052632,0.526315789
"turquoise",6,1.663,9,4.41,1.41,6.5,4.5,0.176470588,2.736842105,0.368421053
"turret",8,1.663,6,4.61,1.33,4.55,4.81,0.3125,2.736842105,0.947368421
"turtle",2,2.939,6,5,1.57,6.16,2.52,0.111111111,1.684210526,0.263157895
"tussle",6,1.398,6,2.71,1.74,4,5,1.25,2,1.25
"tutor",8,2.373,5,4.28,1.45,5.9,2.81,0.866666667,2.666666667,2.666666667
"tuxedo",8,2.201,6,4.86,0.62,6.24,4.33,0,1.333333333,0.428571429
